budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,converted
2000000,49,47,5,3,1,1,37,1
750000,63,19,1,1,0,1,54,0
300000,44,28,8,2,0,0,18,0
200000,34,14,7,3,0,0,11,0
2000000,63,17,7,6,0,1,44,1
500000,21,36,13,4,0,1,12,1
500000,25,14,19,4,0,1,29,1
2000000,40,48,18,1,1,0,3,1
500000,76,50,3,6,0,0,72,0
5000000,85,41,8,3,1,1,16,1
2000000,20,11,1,4,0,0,40,1
200000,14,15,9,5,0,1,26,1
300000,18,16,13,5,0,1,56,1
5000000,13,38,12,5,0,1,18,1
5000000,81,44,6,4,0,1,54,1
1000000,47,6,10,4,0,1,17,0
5000000,66,31,14,2,1,1,40,1
5000000,9,36,2,4,0,1,60,1
5000000,25,13,8,1,1,1,6,1
1000000,77,42,11,5,1,0,22,1
100000,25,3,6,6,1,1,14,1
5000000,59,0,11,6,0,1,56,0
750000,49,29,12,6,1,1,65,1
750000,58,15,20,4,0,0,72,0
5000000,60,5,15,4,1,1,10,1
100000,34,25,2,2,1,0,69,0
500000,51,28,14,4,1,1,58,0
500000,0,47,18,3,1,0,21,0
750000,37,17,9,2,1,0,71,1
5000000,73,20,15,1,0,1,43,1
2000000,11,39,7,3,0,0,4,0
1000000,7,21,19,4,0,1,29,1
500000,37,44,0,2,1,0,25,1
500000,38,46,3,6,1,1,62,1
500000,23,23,1,1,1,0,9,1
300000,52,29,15,1,1,1,47,1
200000,36,47,20,3,1,1,1,0
2000000,69,4,4,3,1,1,29,1
300000,21,0,10,6,0,0,71,0
750000,20,12,19,3,0,1,39,0
300000,65,16,0,5,1,1,48,0
100000,73,43,1,1,0,0,45,0
100000,22,47,18,6,0,0,19,1
2000000,17,7,6,1,0,1,41,0
1000000,47,2,12,4,0,1,37,0
100000,72,4,3,6,1,0,65,0
500000,64,47,11,2,1,0,12,0
5000000,3,6,9,2,1,1,33,1
5000000,80,48,15,5,0,0,9,1
200000,84,44,14,2,1,0,25,1
500000,57,0,14,4,0,0,62,0
2000000,25,19,2,4,1,1,23,0
5000000,44,5,13,3,1,0,51,1
300000,27,26,7,3,0,1,60,1
750000,56,35,12,3,1,0,44,1
500000,22,8,17,3,1,1,35,0
500000,40,8,8,4,1,0,66,0
500000,78,17,16,2,1,0,7,0
1000000,76,31,8,4,0,0,6,0
500000,54,22,17,6,0,0,28,0
500000,62,49,6,4,1,0,10,1
100000,57,0,10,1,0,0,59,0
1000000,33,2,19,5,1,0,19,1
200000,31,2,3,2,0,0,29,0
750000,1,34,15,1,0,1,35,1
1000000,52,3,11,1,1,0,68,1
200000,20,34,16,6,0,0,26,1
500000,49,33,8,5,1,0,46,1
100000,6,19,13,3,1,1,8,1
100000,72,11,15,6,0,1,49,0
750000,37,22,12,1,1,1,57,0
500000,13,2,3,3,0,1,50,1
100000,66,25,5,6,0,1,67,0
100000,42,40,11,2,1,0,50,1
5000000,33,43,8,5,1,0,63,1
500000,87,39,7,4,1,1,69,1
500000,3,34,15,5,0,1,26,0
500000,90,42,18,4,1,0,72,1
1000000,1,26,16,2,1,0,55,1
500000,67,49,1,3,1,1,61,1
300000,61,40,12,2,0,0,44,0
100000,32,19,17,3,0,0,40,0
100000,33,26,18,2,1,0,23,0
100000,81,20,0,6,0,0,11,0
200000,23,19,8,1,1,0,28,0
5000000,52,31,2,1,1,1,22,1
100000,82,9,20,1,1,0,8,0
500000,0,20,0,2,1,0,19,0
300000,26,49,3,3,0,0,34,1
1000000,18,13,18,3,0,0,42,0
500000,89,2,3,2,1,1,45,1
750000,81,19,17,3,0,0,21,0
5000000,26,15,4,4,0,1,62,0
100000,66,16,14,6,1,1,10,0
750000,24,11,3,1,0,1,30,1
100000,60,11,12,1,1,0,2,1
500000,52,44,13,1,1,0,25,0
5000000,72,41,20,4,1,0,50,1
500000,72,2,10,6,0,0,65,0
100000,77,32,4,2,1,1,10,1
100000,81,39,13,4,0,1,3,0
200000,65,12,5,1,0,0,10,0
2000000,42,37,14,4,0,1,31,1
1000000,72,33,9,3,0,1,40,1
750000,25,21,4,4,0,1,40,1
750000,33,29,3,2,0,0,45,1
5000000,77,15,16,2,1,0,33,1
200000,55,2,15,1,1,1,27,0
750000,52,19,3,2,0,1,5,0
200000,20,46,4,1,0,1,35,1
750000,59,32,20,6,1,1,37,1
100000,40,21,1,1,1,1,45,0
500000,76,6,9,6,1,1,17,1
200000,13,26,5,5,0,1,57,0
750000,55,39,9,3,0,0,61,0
2000000,59,48,17,2,1,1,25,1
2000000,48,10,7,3,0,0,64,0
5000000,58,47,19,4,1,1,19,1
5000000,24,6,1,1,0,1,35,0
5000000,57,46,6,3,1,1,62,1
1000000,80,33,16,1,1,0,4,1
500000,68,4,20,4,1,1,55,1
500000,10,43,20,5,1,0,52,0
2000000,76,1,6,5,1,0,7,0
100000,6,10,16,2,1,0,59,1
750000,7,8,1,4,0,0,53,0
5000000,10,34,18,2,0,1,22,0
1000000,44,44,11,6,0,1,22,0
2000000,63,0,12,2,0,0,37,0
5000000,66,9,16,3,1,0,51,1
5000000,57,47,9,4,0,1,46,0
1000000,80,27,16,5,0,1,40,0
750000,78,15,14,3,0,1,55,1
500000,32,8,16,6,0,0,41,0
200000,72,13,8,6,0,0,50,0
5000000,71,32,17,6,1,0,52,0
2000000,65,22,4,3,0,0,54,0
300000,56,21,4,4,1,1,48,1
5000000,42,12,19,1,0,1,59,0
300000,47,50,5,1,0,0,47,0
750000,86,41,15,2,0,0,28,1
2000000,86,0,5,5,1,0,51,0
200000,85,3,13,1,0,1,28,0
1000000,4,42,9,2,0,1,33,1
5000000,31,2,4,1,1,0,48,0
500000,20,40,14,6,1,0,23,0
750000,53,48,8,6,0,0,44,1
1000000,37,13,17,3,0,1,61,1
2000000,59,45,16,6,1,0,11,1
300000,42,19,14,3,1,0,40,1
100000,79,35,0,1,1,0,46,0
2000000,84,49,18,1,0,1,58,0
1000000,11,11,9,1,1,0,58,0
200000,25,20,7,3,1,1,24,0
2000000,53,28,11,2,1,1,22,0
5000000,63,31,19,2,0,1,46,0
750000,48,32,18,3,0,1,37,0
300000,81,42,17,3,0,0,39,0
2000000,48,25,10,1,1,1,7,0
2000000,30,39,9,6,0,1,49,1
750000,34,8,17,2,0,0,26,0
200000,6,14,13,6,1,0,45,1
500000,88,7,5,4,0,1,12,0
5000000,69,38,19,3,1,1,41,1
200000,31,38,0,4,1,0,52,0
500000,67,35,16,1,0,1,37,1
1000000,10,7,17,3,1,0,14,1
500000,84,16,4,3,0,1,6,0
200000,36,24,16,2,0,1,25,0
300000,70,22,17,4,1,0,60,1
500000,17,3,6,2,0,0,68,1
100000,90,41,0,5,1,0,26,0
200000,34,39,15,2,0,1,15,0
5000000,21,39,14,2,1,0,44,1
200000,6,44,13,4,1,1,27,1
500000,53,29,10,5,0,0,54,1
500000,54,38,17,2,1,0,35,1
2000000,53,43,20,6,0,0,47,1
300000,26,50,12,3,0,1,6,1
100000,49,41,15,4,0,1,13,0
100000,64,19,4,5,1,1,12,1
2000000,77,15,10,5,0,1,36,1
100000,75,14,6,4,1,0,58,1
750000,86,1,11,3,0,0,20,0
500000,81,41,2,2,1,1,19,1
500000,42,48,3,2,0,1,42,1
200000,45,27,14,2,1,0,21,0
750000,82,46,18,2,0,1,41,1
750000,59,42,0,2,0,1,2,0
300000,53,0,19,3,1,0,58,0
2000000,24,16,2,1,0,0,67,0
300000,53,1,20,6,0,1,29,0
1000000,52,16,6,5,0,0,64,0
300000,53,11,3,6,0,0,34,0
200000,90,42,0,4,1,0,67,0
1000000,44,21,18,2,1,0,12,1
200000,77,39,5,1,0,0,26,0
2000000,38,13,14,5,1,0,3,1
200000,18,40,10,5,1,1,47,0
5000000,42,23,12,1,1,0,19,0
5000000,43,16,15,6,0,0,55,0
750000,39,34,1,4,1,1,22,0
300000,4,28,13,6,1,0,49,0
1000000,62,21,3,4,1,1,60,1
500000,66,8,9,3,1,1,33,0
750000,68,30,7,1,0,0,26,0
300000,86,41,15,4,1,0,70,1
500000,82,20,14,3,1,0,23,1
1000000,51,40,14,5,1,1,36,1
2000000,6,29,5,2,1,1,71,0
100000,66,35,9,6,1,0,48,1
100000,84,6,18,6,1,1,67,0
5000000,65,19,18,4,1,0,4,1
2000000,57,33,3,3,1,1,48,1
750000,64,20,20,1,0,0,34,1
300000,30,13,0,2,1,1,12,1
1000000,45,46,9,2,0,1,7,1
200000,45,2,13,5,1,1,41,0
750000,35,46,2,6,1,1,5,1
200000,80,37,19,5,0,1,69,0
100000,5,30,10,1,0,0,21,1
100000,4,25,11,6,1,1,54,0
750000,13,11,17,6,0,1,48,1
750000,87,38,16,2,1,1,67,1
2000000,78,26,10,5,0,0,49,1
1000000,12,8,9,4,0,1,2,0
200000,43,35,19,1,1,1,48,1
300000,88,39,14,2,1,1,19,1
300000,82,32,9,6,0,0,28,0
2000000,61,29,20,5,1,1,2,1
1000000,3,16,1,1,0,0,36,0
500000,33,46,14,5,1,0,72,1
200000,3,25,15,3,1,1,16,1
750000,11,5,14,2,0,0,51,1
100000,70,50,20,4,0,1,1,0
1000000,29,22,15,4,1,0,55,1
5000000,53,42,14,5,0,1,49,1
5000000,19,7,2,3,0,0,69,0
5000000,68,17,5,3,1,1,11,1
100000,65,36,4,2,1,1,55,1
750000,85,34,5,1,0,1,38,1
750000,90,17,0,3,0,0,12,0
100000,43,10,5,5,0,0,24,0
750000,65,25,10,2,0,1,7,1
200000,10,34,3,4,1,0,21,0
2000000,41,27,20,3,0,0,53,1
100000,43,25,4,1,1,1,2,1
2000000,28,32,1,3,1,1,7,1
2000000,25,4,5,5,0,0,64,0
5000000,58,1,1,4,1,1,57,0
2000000,58,1,3,4,1,0,50,1
5000000,76,40,3,6,1,1,64,1
1000000,60,47,20,5,1,0,37,1
300000,73,29,16,5,1,0,4,1
200000,80,15,0,2,1,0,15,0
1000000,38,29,16,6,0,0,52,1
2000000,38,28,16,4,0,1,67,1
100000,84,5,0,2,1,1,40,0
200000,9,6,11,5,0,1,69,0
2000000,43,4,14,3,1,1,9,0
200000,75,35,11,2,1,0,25,0
750000,30,17,6,1,1,0,11,1
750000,14,19,15,5,1,0,42,1
750000,75,31,11,4,0,0,21,1
5000000,1,18,10,2,1,0,52,1
300000,7,19,2,2,0,0,29,0
1000000,36,31,10,5,1,0,20,1
200000,77,6,9,2,1,0,64,0
5000000,67,41,14,6,0,1,3,1
300000,0,27,10,3,1,1,64,0
500000,36,21,4,4,1,0,8,1
200000,10,28,6,2,1,0,61,1
200000,30,41,11,6,0,1,25,0
2000000,52,34,5,1,1,0,62,0
500000,52,40,13,4,0,0,17,1
200000,63,12,1,6,0,0,32,0
200000,64,22,8,2,1,1,3,0
5000000,28,27,15,2,1,1,57,1
300000,33,19,4,5,0,0,55,0
2000000,89,39,16,5,0,0,62,1
750000,34,0,14,6,1,0,61,1
750000,17,43,2,2,1,0,3,1
100000,32,42,19,1,1,1,36,1
200000,90,45,20,4,0,0,53,0
5000000,77,10,13,2,1,1,56,1
500000,87,27,16,6,1,0,52,0
200000,56,48,17,4,0,0,35,0
500000,24,8,5,3,1,1,58,1
1000000,40,22,12,2,0,0,1,1
5000000,45,43,5,6,0,0,5,1
300000,58,9,8,4,0,0,9,0
2000000,18,19,16,6,0,0,2,1
2000000,35,17,9,4,0,1,46,0
750000,15,6,19,5,0,0,47,0
500000,31,26,7,4,0,0,28,0
750000,31,34,14,4,0,1,5,1
5000000,21,28,14,1,0,1,32,1
200000,20,29,15,5,0,1,54,1
1000000,50,26,15,3,0,1,45,0
300000,34,22,12,3,1,0,33,0
5000000,26,37,13,1,0,1,22,1
200000,51,10,11,2,1,1,24,1
2000000,15,13,18,6,0,0,44,0
100000,66,20,2,4,0,1,13,0
100000,17,27,4,5,0,0,66,1
5000000,61,35,4,2,0,0,14,1
1000000,38,33,12,1,1,0,3,1
1000000,19,25,5,2,1,1,59,1
200000,42,39,12,5,1,0,26,1
100000,41,39,9,4,0,0,3,0
1000000,63,16,7,3,0,1,64,1
5000000,46,39,16,6,0,1,55,1
1000000,5,29,4,1,1,0,10,1
1000000,75,47,9,3,1,1,72,1
200000,47,49,6,5,0,1,15,0
2000000,40,49,6,1,0,1,62,1
1000000,66,31,6,5,1,0,42,1
200000,8,42,4,6,0,0,19,1
100000,84,22,13,6,0,0,32,0
100000,1,39,11,6,0,1,67,0
2000000,45,1,8,2,1,0,37,1
5000000,42,28,17,3,0,0,25,1
1000000,50,19,15,6,0,1,33,1
5000000,0,0,11,4,1,0,19,1
200000,76,50,15,3,1,0,50,0
1000000,1,29,18,2,1,0,17,1
300000,76,31,4,5,0,0,63,0
5000000,13,31,15,6,1,1,8,1
100000,49,30,5,1,0,1,54,0
200000,83,28,11,1,0,1,11,0
2000000,1,38,20,4,0,1,14,0
300000,45,20,12,3,1,1,34,1
5000000,22,5,1,3,0,0,43,0
200000,75,32,18,6,0,1,56,0
100000,81,37,15,6,1,0,66,1
200000,44,3,19,2,0,1,54,0
5000000,86,24,1,3,0,0,11,0
2000000,19,43,3,6,1,0,66,1
2000000,3,0,10,2,1,0,61,0
200000,31,31,8,5,1,1,61,0
5000000,71,6,2,1,0,1,69,0
300000,15,37,4,5,1,1,19,1
500000,89,31,5,5,1,0,37,1
2000000,56,6,9,1,0,0,56,0
1000000,11,16,8,5,0,1,13,1
1000000,86,23,6,6,1,1,60,1
2000000,59,38,8,2,1,1,22,1
750000,79,10,3,4,0,1,51,1
500000,31,29,8,5,0,1,67,1
500000,81,17,18,5,0,0,19,1
2000000,50,10,9,3,1,0,71,1
200000,24,23,8,1,0,0,6,1
300000,59,25,15,2,0,0,13,0
2000000,76,43,1,6,1,0,49,1
750000,78,46,3,5,1,1,55,1
200000,42,39,5,2,0,0,22,0
500000,65,6,2,5,0,0,9,0
200000,23,30,19,4,1,0,52,1
500000,28,4,9,2,1,1,70,1
750000,27,45,10,1,0,1,57,1
500000,26,12,15,3,1,1,66,1
300000,77,45,4,2,1,0,63,1
300000,81,46,20,1,1,1,7,0
500000,55,41,20,3,0,1,64,1
500000,0,33,17,1,1,0,7,1
2000000,49,28,5,1,1,0,57,0
500000,84,34,16,4,0,0,33,1
100000,28,49,18,4,1,0,7,1
750000,46,14,18,6,0,0,44,0
100000,11,18,14,6,1,0,25,1
750000,44,39,14,3,1,1,9,1
2000000,48,18,11,5,1,0,70,1
750000,53,21,1,2,0,0,41,0
200000,8,32,17,4,0,0,26,1
200000,33,22,18,6,1,1,63,1
5000000,73,12,14,4,0,0,14,1
5000000,52,22,20,6,1,1,22,0
1000000,49,44,8,6,0,1,68,0
200000,88,34,8,1,1,0,31,0
300000,54,46,0,6,1,0,3,0
500000,64,7,0,3,0,0,47,0
300000,48,49,1,4,0,1,12,0
750000,68,23,15,1,0,1,2,1
300000,19,8,19,5,0,0,3,0
2000000,46,20,6,6,0,1,0,0
300000,15,7,3,3,1,0,1,1
100000,46,39,9,6,0,0,67,0
300000,56,21,14,5,1,0,26,0
5000000,17,11,4,6,1,1,61,1
500000,55,48,14,5,1,0,43,1
300000,28,22,6,4,1,0,65,1
300000,78,3,13,5,0,1,69,0
1000000,22,48,11,6,1,0,32,1
750000,7,10,1,3,0,1,12,1
2000000,58,13,15,2,0,0,36,1
200000,26,47,3,5,0,0,19,1
1000000,31,9,16,1,0,0,19,0
100000,36,30,20,5,1,0,32,1
100000,88,36,8,5,0,1,65,0
750000,21,3,2,1,1,0,40,0
300000,25,23,9,2,0,0,12,1
1000000,21,42,7,4,0,0,60,1
300000,31,20,17,5,1,0,45,1
5000000,69,50,1,4,0,0,25,0
1000000,49,39,18,1,0,1,6,1
750000,20,9,8,6,1,0,45,1
200000,70,31,0,4,0,1,70,0
500000,17,9,19,4,1,1,41,0
1000000,2,0,20,3,0,0,66,1
5000000,44,1,14,6,1,0,29,1
100000,40,8,1,5,0,0,15,0
5000000,33,24,19,3,0,0,45,0
100000,6,12,10,3,1,1,68,0
100000,18,4,9,3,1,0,19,1
500000,85,18,17,5,1,0,3,1
500000,68,3,13,6,1,0,53,1
200000,55,14,11,4,0,0,55,0
1000000,35,12,14,3,0,0,28,1
500000,27,18,17,6,0,0,5,0
100000,9,20,13,6,1,0,6,1
200000,84,36,11,1,1,1,56,0
750000,64,19,9,5,1,0,21,1
100000,43,12,16,3,1,0,38,1
750000,40,7,11,1,1,1,23,0
500000,69,24,13,1,1,1,23,0
300000,29,1,18,6,0,1,17,0
1000000,13,40,8,6,1,1,16,0
2000000,7,49,8,5,0,0,31,1
1000000,28,25,2,2,1,0,7,1
750000,46,20,16,1,0,0,53,0
750000,3,13,5,3,0,1,20,1
5000000,28,0,7,2,1,1,38,1
5000000,41,29,15,2,0,1,69,0
300000,79,20,11,5,0,0,5,0
2000000,79,10,4,5,1,0,40,1
500000,82,2,1,3,1,1,61,0
5000000,11,1,12,4,0,1,61,1
200000,28,31,4,3,0,0,43,1
750000,69,27,17,3,0,0,65,0
2000000,8,11,0,3,0,1,61,1
2000000,31,45,20,4,1,1,43,0
500000,10,9,5,1,1,1,37,1
500000,74,0,1,4,0,0,8,0
2000000,27,48,6,5,0,0,25,1
200000,33,48,15,1,0,0,65,0
5000000,46,23,16,6,0,1,53,1
500000,85,4,9,1,1,0,36,0
750000,88,2,19,6,0,0,7,0
300000,27,2,14,4,0,0,40,0
100000,47,20,18,6,0,0,44,0
750000,72,32,18,6,1,1,48,0
300000,27,16,17,5,1,0,67,1
750000,46,11,11,3,1,0,53,1
5000000,27,30,6,4,0,0,14,1
300000,24,26,16,1,0,1,54,1
300000,58,39,7,4,0,0,26,0
2000000,66,16,15,6,1,1,22,1
500000,70,18,14,3,1,0,28,1
500000,21,44,16,6,0,1,49,1
2000000,40,45,3,2,0,0,60,1
100000,80,15,11,6,0,0,56,0
1000000,51,46,18,6,1,0,7,0
300000,27,7,16,2,0,1,65,0
300000,37,14,17,2,0,0,59,0
750000,15,37,11,3,0,0,60,1
2000000,46,43,12,5,1,0,55,0
100000,68,7,6,2,0,0,69,0
2000000,84,3,13,3,1,1,57,1
2000000,78,37,20,4,1,0,29,1
2000000,70,46,19,1,1,0,27,1
750000,30,27,7,2,0,0,53,1
500000,3,41,14,5,1,1,29,0
500000,2,38,6,2,1,0,31,0
500000,58,7,6,4,0,0,65,0
2000000,89,17,19,3,1,0,31,1
1000000,73,9,9,1,1,1,70,1
750000,70,23,14,5,0,0,55,1
300000,34,33,15,3,0,1,50,0
200000,30,45,3,4,1,0,51,1
500000,63,38,6,6,0,0,16,0
200000,72,37,16,3,0,0,49,0
200000,81,6,0,2,0,0,42,0
2000000,58,9,7,5,1,1,70,1
5000000,29,34,3,6,0,0,40,1
2000000,11,20,14,3,0,1,2,0
100000,71,50,12,6,0,1,45,0
100000,15,0,5,5,0,1,7,0
5000000,67,6,10,2,0,1,9,0
750000,37,31,3,1,1,1,37,0
5000000,85,50,17,1,0,1,42,0
2000000,23,31,19,5,1,1,15,1
200000,11,4,6,2,0,0,12,0
750000,19,46,1,1,0,0,28,1
1000000,25,27,15,3,0,1,19,1
300000,79,16,9,4,1,1,11,1
500000,8,47,18,1,0,1,26,0
100000,11,2,15,5,0,1,49,0
2000000,22,31,4,4,0,1,15,0
100000,87,37,14,5,0,0,71,0
200000,12,7,10,6,1,0,44,0
100000,47,33,2,4,0,1,26,0
1000000,73,48,0,5,0,0,32,0
100000,83,45,3,3,0,1,26,0
2000000,62,24,19,1,1,1,36,0
750000,73,42,16,4,0,1,17,0
500000,58,13,7,3,0,0,4,1
100000,19,30,19,4,0,0,50,0
750000,53,9,11,5,1,1,59,0
750000,7,20,20,1,0,1,11,1
500000,77,32,4,1,0,0,21,1
100000,29,43,6,5,0,1,4,0
1000000,37,25,9,3,0,0,47,1
500000,51,33,17,1,1,0,27,1
300000,77,17,11,6,0,0,62,0
100000,86,29,4,1,0,0,60,0
750000,33,5,14,4,1,0,61,1
2000000,16,27,0,5,0,0,72,0
100000,82,25,11,4,1,1,8,0
300000,68,15,18,2,1,1,5,1
200000,53,20,19,1,0,1,12,0
100000,15,42,0,2,1,0,35,1
750000,90,1,2,5,1,1,29,0
300000,67,41,12,4,1,0,5,1
100000,14,40,9,3,0,1,25,1
500000,82,4,4,3,1,0,53,0
100000,73,50,8,3,1,0,52,1
750000,18,49,20,4,1,0,71,0
2000000,79,12,9,6,1,0,34,0
2000000,55,35,8,1,0,0,33,0
5000000,41,8,17,5,0,1,21,0
500000,16,39,7,6,1,0,62,0
2000000,50,19,4,6,1,0,1,1
2000000,15,3,19,2,1,0,57,0
750000,14,33,4,3,0,1,29,0
750000,20,36,3,4,1,1,46,0
1000000,36,19,14,4,0,1,43,0
1000000,33,46,4,3,1,0,36,1
300000,0,46,11,4,0,1,42,0
1000000,38,43,18,5,0,0,37,0
750000,72,3,6,6,1,0,17,1
5000000,75,35,3,2,1,0,29,1
100000,82,27,16,6,1,1,30,1
5000000,4,36,9,3,0,1,15,1
300000,60,47,11,4,1,0,10,1
750000,82,43,17,5,0,0,58,0
5000000,14,34,6,1,0,1,41,1
750000,58,1,14,4,1,1,64,0
100000,27,7,8,1,1,1,12,1
1000000,79,22,19,3,1,0,62,1
100000,70,46,13,2,1,0,17,0
300000,36,39,4,2,0,1,53,0
500000,26,41,1,4,0,1,25,1
200000,53,43,20,3,1,0,19,1
2000000,24,17,20,2,1,1,21,1
200000,36,39,13,5,0,0,41,0
750000,43,10,2,5,1,0,57,1
200000,20,1,15,1,0,0,71,0
750000,55,20,17,4,0,1,7,1
500000,43,41,11,3,1,1,30,1
5000000,75,46,6,4,0,1,7,0
2000000,45,39,13,6,0,0,51,1
500000,20,30,0,6,0,1,48,1
1000000,29,45,0,3,1,1,46,1
300000,87,42,6,5,1,0,38,1
2000000,15,16,7,4,1,0,29,1
500000,86,22,2,2,0,1,35,0
5000000,76,49,15,6,1,0,66,1
200000,6,42,15,2,0,0,51,0
5000000,70,23,5,6,1,1,42,1
200000,19,44,15,1,1,1,67,1
750000,76,14,17,1,1,1,11,0
750000,3,29,9,5,0,1,40,1
5000000,34,9,10,2,0,0,56,0
1000000,89,41,15,5,1,0,63,1
200000,22,15,12,5,0,1,72,1
300000,60,29,0,1,1,1,53,0
5000000,33,41,15,6,0,0,13,1
100000,86,27,17,3,1,1,19,1
5000000,68,17,13,2,1,1,52,1
100000,73,9,16,5,1,0,68,0
2000000,79,38,10,4,1,1,50,1
2000000,86,48,9,6,0,0,36,0
300000,78,3,14,5,0,0,40,0
5000000,84,12,15,4,1,1,20,1
5000000,68,7,17,1,0,0,6,0
100000,85,48,14,3,1,0,18,1
500000,44,25,19,6,1,1,4,1
500000,66,2,4,4,0,0,69,0
5000000,34,7,19,3,1,1,68,0
2000000,54,40,19,1,1,1,22,1
100000,36,3,6,2,0,1,31,0
300000,86,14,17,3,1,0,69,1
5000000,12,26,18,4,1,1,45,1
200000,44,20,6,2,1,0,4,1
1000000,46,12,4,3,1,0,52,1
5000000,47,15,13,2,1,1,56,1
500000,49,28,13,5,0,0,22,1
200000,62,4,6,6,1,0,19,0
750000,55,1,2,3,1,0,58,0
100000,79,43,16,1,0,0,61,0
100000,65,11,12,1,1,1,62,1
5000000,78,32,13,3,1,0,49,1
100000,88,5,11,6,0,0,44,0
100000,63,17,5,2,0,1,35,0
100000,5,16,16,3,1,0,70,0
200000,4,45,4,6,0,0,18,0
300000,3,12,0,2,1,0,33,1
750000,29,28,17,2,0,1,63,1
2000000,9,4,11,3,0,0,47,0
2000000,38,20,12,6,1,1,55,1
100000,5,40,3,1,1,0,16,1
500000,57,18,4,4,1,0,16,1
750000,8,9,9,4,0,0,12,1
1000000,45,39,5,2,1,1,25,1
1000000,75,21,13,5,0,1,33,1
300000,60,27,1,6,1,1,18,0
300000,68,33,19,2,0,1,64,0
200000,78,17,14,5,1,1,69,1
750000,71,22,20,6,1,1,8,0
200000,59,6,2,2,1,1,18,0
300000,25,28,6,1,0,1,21,0
750000,19,19,3,2,0,0,65,1
300000,24,6,17,2,0,0,3,0
200000,6,44,20,1,1,1,46,1
500000,22,43,4,5,0,1,30,0
200000,77,23,4,2,0,1,20,0
1000000,18,4,6,5,1,1,37,1
100000,35,41,0,5,1,0,37,0
200000,74,26,2,5,0,1,57,0
1000000,80,0,4,4,0,1,15,0
750000,55,25,3,4,0,1,54,1
200000,60,41,0,1,0,0,60,0
1000000,12,21,2,3,1,0,30,1
750000,81,50,16,3,0,1,40,1
1000000,0,9,1,6,1,0,21,0
5000000,20,38,17,5,1,1,18,1
200000,49,50,13,5,0,0,34,0
750000,65,32,20,4,0,0,12,0
1000000,79,10,15,6,0,1,9,1
1000000,26,39,12,1,0,0,61,1
100000,49,34,11,6,1,1,26,0
750000,30,27,5,1,0,0,57,1
1000000,29,3,16,1,1,0,29,1
300000,59,18,12,6,1,1,19,1
300000,40,11,6,4,0,0,41,0
5000000,66,30,17,4,0,0,16,1
100000,40,3,7,3,1,0,61,0
100000,4,22,3,2,1,1,16,1
100000,29,36,7,6,0,1,33,1
500000,70,4,19,3,1,1,16,1
100000,26,42,1,6,0,1,53,0
750000,33,28,19,4,1,1,42,0
200000,79,0,15,3,0,0,56,0
300000,83,19,9,5,1,0,29,1
500000,44,37,11,4,1,1,5,1
500000,84,4,15,5,0,0,64,0
1000000,27,5,5,5,1,0,63,1
750000,54,40,20,6,1,1,10,1
2000000,32,37,19,5,1,1,72,1
2000000,63,8,18,6,0,1,56,0
200000,43,25,9,3,1,0,23,1
300000,33,50,14,1,0,1,42,0
500000,17,33,17,6,0,0,27,0
500000,27,16,10,3,1,0,6,0
5000000,17,28,9,6,1,0,27,0
300000,40,41,11,4,1,0,10,0
500000,77,43,16,5,0,1,15,1
200000,44,33,18,3,0,1,31,0
2000000,12,11,16,1,0,1,25,0
100000,62,36,0,3,1,0,1,0
2000000,11,27,13,4,1,1,26,0
1000000,51,27,5,4,0,0,21,1
5000000,15,42,7,1,1,1,44,1
300000,26,1,11,4,0,0,69,0
5000000,23,19,3,3,1,0,1,0
2000000,13,10,3,6,1,0,72,1
200000,82,7,11,2,0,0,1,0
5000000,33,41,0,5,0,1,60,0
2000000,83,27,8,3,1,1,72,1
100000,45,49,16,3,0,0,30,0
1000000,87,13,8,1,0,1,51,0
100000,83,35,6,4,0,0,15,0
100000,20,30,6,1,0,0,28,0
300000,7,17,10,5,1,1,54,1
750000,56,43,4,3,1,1,16,1
200000,28,46,15,1,1,0,70,0
2000000,23,4,9,4,0,1,61,1
750000,78,1,15,3,1,1,47,1
750000,44,22,9,2,0,1,66,1
500000,10,49,9,4,0,1,62,1
2000000,10,19,17,5,0,0,13,1
300000,72,12,1,5,1,0,21,0
1000000,40,49,3,4,1,0,13,1
1000000,68,23,4,4,1,0,67,0
1000000,42,32,7,6,0,1,59,1
750000,23,21,1,2,1,0,68,1
300000,82,7,11,5,1,0,66,0
5000000,88,35,10,3,1,1,11,0
5000000,61,16,16,5,0,0,40,0
100000,87,23,14,1,0,1,68,0
100000,46,24,12,2,0,1,28,0
100000,84,2,17,3,1,1,26,0
2000000,18,34,5,2,1,0,29,0
2000000,66,48,8,3,1,0,0,1
300000,31,33,13,1,0,0,68,0
750000,52,33,8,5,0,0,14,1
2000000,0,13,7,6,1,1,55,0
5000000,23,18,7,2,0,0,20,1
750000,74,3,0,3,1,0,43,0
500000,76,14,10,3,0,0,0,0
300000,3,15,5,3,0,0,34,1
200000,88,5,15,3,0,1,37,0
500000,66,7,5,2,1,0,64,1
1000000,63,24,4,1,1,1,60,0
500000,87,27,6,3,0,1,10,1
100000,73,7,5,5,1,0,21,0
300000,55,15,14,3,1,0,11,1
100000,56,3,16,6,1,0,35,0
200000,5,7,6,2,1,1,52,1
500000,83,49,6,2,1,1,42,0
1000000,67,15,16,3,0,1,28,1
