budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,buyer_readiness_score,engagement_score,speed_penalty,converted
750000,53,19,12,1,0,0,23,30,37.0,31.944444444444443,1
500000,78,49,11,5,0,1,61,30,85.5,84.72222222222221,1
200000,22,39,2,4,1,1,55,70,62.0,76.38888888888889,1
2000000,8,42,6,4,0,1,1,60,71.0,1.3888888888888888,1
2000000,66,19,20,1,0,1,20,30,69.0,27.77777777777778,1
100000,68,2,8,5,0,1,10,0,34.0,13.88888888888889,0
500000,23,12,9,1,0,0,17,60,25.5,23.61111111111111,1
500000,17,41,11,5,1,1,41,100,77.5,56.94444444444444,0
500000,8,42,1,6,1,1,11,100,63.5,15.277777777777779,1
500000,4,35,12,6,1,1,12,100,73.0,16.666666666666664,0
5000000,24,38,5,1,0,1,13,60,65.5,18.055555555555554,1
300000,16,31,13,6,0,0,43,30,50.5,59.72222222222222,1
300000,39,4,12,5,0,1,55,0,42.0,76.38888888888889,0
100000,77,31,19,4,1,1,8,40,79.5,11.11111111111111,0
750000,85,27,18,4,0,0,32,30,54.0,44.44444444444444,1
2000000,28,33,14,4,0,1,16,60,74.0,22.22222222222222,1
100000,84,15,6,5,1,1,63,40,44.0,87.5,1
100000,52,29,4,4,0,1,53,0,55.0,73.61111111111111,0
5000000,2,13,15,5,1,1,47,100,55.5,65.27777777777779,1
2000000,0,1,2,6,1,1,42,100,24.0,58.333333333333336,1
300000,4,44,18,1,1,0,21,70,71.0,29.166666666666668,1
1000000,88,2,6,6,0,0,59,30,11.0,81.94444444444444,0
5000000,68,32,4,1,0,1,18,30,58.0,25.0,1
2000000,77,6,9,1,0,1,21,30,39.5,29.166666666666668,0
750000,31,5,20,4,1,1,17,70,55.0,23.61111111111111,1
100000,65,14,0,3,1,0,44,40,14.000000000000002,61.111111111111114,0
750000,12,25,20,4,0,0,28,60,55.0,38.88888888888889,1
750000,32,14,6,3,1,1,28,70,43.0,38.88888888888889,0
750000,58,30,10,5,0,1,68,30,65.0,94.44444444444444,1
5000000,41,24,0,2,0,1,18,30,44.0,25.0,0
200000,89,6,19,1,1,0,4,40,34.5,5.555555555555555,0
500000,57,40,10,2,0,0,32,30,55.0,44.44444444444444,1
500000,52,1,16,4,0,0,1,30,25.0,1.3888888888888888,0
750000,1,28,13,6,1,0,67,100,47.5,93.05555555555556,1
500000,7,38,4,1,0,1,61,60,64.0,84.72222222222221,1
500000,0,27,12,3,0,0,33,60,45.0,45.83333333333333,1
5000000,28,26,9,5,1,1,9,100,59.5,12.5,0
5000000,44,49,5,3,0,0,47,30,56.5,65.27777777777779,0
750000,18,23,13,5,0,0,32,60,42.5,44.44444444444444,0
200000,82,19,19,6,1,1,25,40,67.5,34.72222222222222,0
200000,44,16,6,1,1,0,23,40,25.0,31.944444444444443,0
100000,36,19,15,5,0,1,56,0,61.5,77.77777777777779,0
750000,5,37,11,3,1,1,6,100,73.5,8.333333333333332,1
100000,7,36,1,3,0,1,36,30,57.5,50.0,0
5000000,51,11,10,5,1,1,30,70,46.0,41.66666666666667,1
300000,70,46,1,4,1,0,43,40,47.5,59.72222222222222,0
500000,47,43,9,5,1,0,16,70,56.5,22.22222222222222,1
500000,74,20,18,5,0,0,39,30,47.0,54.166666666666664,1
300000,62,21,7,5,0,0,29,0,31.5,40.27777777777778,0
750000,63,32,6,5,0,1,72,30,61.0,100.0,1
300000,64,12,10,4,1,0,21,40,27.0,29.166666666666668,1
750000,46,32,5,5,1,1,27,70,59.5,37.5,0
750000,54,11,1,3,1,1,5,70,32.5,6.944444444444445,1
300000,21,22,7,1,0,1,61,30,52.5,84.72222222222221,1
750000,39,15,15,1,1,1,18,70,57.5,25.0,1
200000,86,36,10,3,0,0,62,0,51.0,86.11111111111111,0
300000,33,12,9,3,0,0,46,0,25.5,63.888888888888886,0
300000,81,31,12,2,1,1,14,40,69.0,19.444444444444446,0
300000,9,44,10,2,1,1,38,70,79.0,52.77777777777778,0
5000000,22,46,4,2,0,0,51,60,52.0,70.83333333333334,1
1000000,58,9,13,4,0,0,24,30,28.5,33.33333333333333,0
500000,51,10,16,1,0,0,18,30,34.0,25.0,0
500000,4,19,0,5,1,0,52,100,19.0,72.22222222222221,1
500000,13,18,8,4,0,1,47,60,50.0,65.27777777777779,0
500000,66,50,6,4,1,0,43,70,59.0,59.72222222222222,1
300000,73,19,5,1,1,0,34,40,26.5,47.22222222222222,1
200000,69,11,12,2,0,0,39,0,29.0,54.166666666666664,0
5000000,2,32,1,5,1,1,70,100,53.5,97.22222222222221,1
300000,65,25,4,5,1,0,41,40,31.0,56.94444444444444,1
300000,68,25,18,5,1,0,59,40,52.0,81.94444444444444,1
1000000,69,35,6,3,0,0,69,30,44.0,95.83333333333334,1
1000000,41,16,4,6,0,1,33,30,42.0,45.83333333333333,0
5000000,51,24,19,6,1,0,3,70,52.5,4.166666666666666,0
2000000,32,44,7,5,1,1,24,70,74.5,33.33333333333333,1
750000,19,24,14,5,0,1,71,60,65.0,98.61111111111111,1
300000,36,30,20,1,1,1,3,40,80.0,4.166666666666666,0
500000,69,11,14,2,1,0,5,70,32.0,6.944444444444445,1
1000000,73,1,0,1,1,0,16,70,1.0,22.22222222222222,0
200000,35,24,16,4,1,0,16,40,48.0,22.22222222222222,0
1000000,83,46,9,3,1,0,8,70,59.5,11.11111111111111,1
100000,11,37,12,2,1,0,15,70,55.0,20.833333333333336,1
2000000,56,30,7,4,1,1,2,70,60.5,2.7777777777777777,1
200000,44,50,19,4,1,0,3,40,78.5,4.166666666666666,0
1000000,52,32,12,5,1,0,39,70,50.0,54.166666666666664,1
1000000,33,8,13,5,0,1,47,30,47.5,65.27777777777779,0
300000,40,33,4,3,0,1,19,0,59.0,26.38888888888889,0
200000,24,48,19,2,0,1,25,30,96.5,34.72222222222222,0
750000,33,0,5,5,1,1,47,70,27.5,65.27777777777779,1
750000,49,15,10,6,0,0,62,30,30.0,86.11111111111111,1
500000,25,45,11,4,1,1,30,100,81.5,41.66666666666667,1
300000,12,14,18,3,0,0,52,30,41.0,72.22222222222221,1
200000,58,11,14,5,1,0,23,40,32.0,31.944444444444443,1
500000,45,19,13,6,0,0,2,30,38.5,2.7777777777777777,1
2000000,34,11,6,5,0,0,50,30,20.0,69.44444444444444,1
500000,13,28,2,1,1,0,33,100,31.000000000000004,45.83333333333333,0
500000,83,10,8,2,1,0,44,70,22.0,61.111111111111114,0
200000,35,45,0,5,1,0,27,40,45.0,37.5,0
750000,56,42,20,3,1,0,3,70,72.0,4.166666666666666,0
300000,86,18,16,3,1,0,22,40,42.0,30.555555555555557,1
500000,32,32,1,2,1,1,4,70,53.5,5.555555555555555,1
750000,22,34,2,1,1,1,26,100,57.0,36.11111111111111,1
1000000,40,27,20,6,1,1,45,70,77.0,62.5,1
2000000,51,6,6,5,0,1,57,30,35.0,79.16666666666666,0
200000,42,24,18,3,1,1,8,40,71.0,11.11111111111111,1
500000,67,36,0,5,1,1,14,70,56.0,19.444444444444446,1
2000000,33,2,5,6,1,0,57,70,9.5,79.16666666666666,1
750000,10,41,14,3,1,0,67,100,62.0,93.05555555555556,1
100000,79,11,11,1,1,0,16,40,27.5,22.22222222222222,0
100000,76,7,7,3,1,1,58,40,37.5,80.55555555555556,0
500000,41,28,13,6,0,0,35,30,47.5,48.61111111111111,1
100000,6,32,1,2,0,0,2,30,33.5,2.7777777777777777,0
5000000,83,7,13,5,0,0,21,30,26.5,29.166666666666668,0
5000000,85,29,20,1,1,0,28,70,59.0,38.88888888888889,1
1000000,68,50,1,4,0,1,8,30,71.5,11.11111111111111,0
300000,63,15,6,4,1,0,18,40,24.0,25.0,1
750000,63,16,7,3,1,1,44,70,46.5,61.111111111111114,1
200000,88,29,14,3,1,1,50,40,70.0,69.44444444444444,0
750000,20,45,13,2,1,0,36,100,64.5,50.0,1
1000000,67,35,8,2,1,0,16,70,47.0,22.22222222222222,1
2000000,65,30,0,2,0,0,35,30,30.0,48.61111111111111,0
1000000,62,6,14,2,1,0,14,70,27.0,19.444444444444446,0
1000000,60,31,12,3,0,1,0,30,69.0,0.0,1
1000000,10,45,1,5,0,0,26,60,46.5,36.11111111111111,1
300000,49,6,5,3,0,0,44,0,13.5,61.111111111111114,0
1000000,62,2,14,6,0,1,22,30,43.0,30.555555555555557,0
1000000,43,28,11,1,0,0,52,30,44.5,72.22222222222221,1
500000,47,17,2,2,0,0,27,30,20.0,37.5,0
2000000,84,49,1,5,0,1,30,30,70.5,41.66666666666667,0
100000,90,6,0,1,1,1,20,40,26.0,27.77777777777778,0
750000,76,31,4,3,1,1,41,70,57.0,56.94444444444444,1
100000,22,28,3,5,0,0,3,30,32.5,4.166666666666666,0
500000,51,22,11,2,1,0,5,70,38.5,6.944444444444445,0
750000,67,41,12,6,1,0,10,70,59.0,13.88888888888889,1
300000,17,11,2,6,1,1,36,70,34.0,50.0,1
2000000,50,15,12,4,1,1,1,70,53.0,1.3888888888888888,1
300000,73,15,0,3,0,0,35,0,15.0,48.61111111111111,0
500000,17,11,15,1,0,1,0,60,53.5,0.0,1
5000000,15,46,3,6,0,0,12,60,50.5,16.666666666666664,1
1000000,22,33,6,4,1,0,62,100,42.0,86.11111111111111,0
200000,16,23,7,3,0,1,55,30,53.5,76.38888888888889,0
1000000,58,38,9,3,1,1,52,70,71.5,72.22222222222221,1
300000,80,43,8,1,0,1,69,0,75.0,95.83333333333334,0
750000,83,21,14,6,0,1,10,30,62.0,13.88888888888889,1
200000,63,11,11,6,0,0,51,0,27.5,70.83333333333334,0
1000000,63,13,15,2,1,0,56,70,35.5,77.77777777777779,1
2000000,48,3,6,6,1,0,22,70,12.0,30.555555555555557,0
200000,46,33,13,2,1,1,68,40,72.5,94.44444444444444,1
5000000,19,41,4,5,0,0,68,60,47.0,94.44444444444444,1
2000000,63,21,0,3,1,0,46,70,21.0,63.888888888888886,1
100000,43,18,2,4,1,1,3,40,41.0,4.166666666666666,0
1000000,55,28,6,1,0,0,61,30,37.0,84.72222222222221,1
500000,7,23,14,4,1,1,39,100,64.0,54.166666666666664,1
750000,12,21,5,2,1,1,45,100,48.5,62.5,1
750000,4,46,3,2,1,1,15,100,70.5,20.833333333333336,0
500000,71,32,7,3,1,0,50,70,42.5,69.44444444444444,1
300000,0,44,1,6,0,0,45,30,45.5,62.5,0
750000,9,45,20,6,0,0,44,60,75.0,61.111111111111114,0
300000,57,48,18,5,0,1,67,0,95.0,93.05555555555556,0
300000,63,6,9,1,1,1,33,40,39.5,45.83333333333333,0
5000000,52,21,15,5,1,1,58,70,63.5,80.55555555555556,1
2000000,43,46,2,1,0,0,0,30,49.0,0.0,0
1000000,77,38,19,2,0,0,35,30,66.5,48.61111111111111,1
2000000,2,46,19,5,1,0,68,100,74.5,94.44444444444444,1
300000,79,28,17,4,0,0,16,0,53.5,22.22222222222222,0
5000000,27,1,19,3,0,1,25,60,49.5,34.72222222222222,0
300000,65,44,18,6,1,0,16,40,71.0,22.22222222222222,0
750000,44,48,9,3,0,1,3,30,81.5,4.166666666666666,1
750000,3,8,7,3,0,0,2,60,18.5,2.7777777777777777,1
500000,84,37,10,2,1,0,67,70,52.0,93.05555555555556,1
750000,52,14,12,1,1,0,1,70,32.0,1.3888888888888888,1
100000,69,13,6,5,1,0,2,40,22.0,2.7777777777777777,1
100000,12,27,6,1,0,1,27,30,56.0,37.5,1
1000000,58,8,14,3,1,0,55,70,29.0,76.38888888888889,1
500000,41,9,7,4,1,0,66,70,19.5,91.66666666666666,1
1000000,23,43,20,2,1,1,41,100,93.0,56.94444444444444,1
1000000,77,33,2,6,1,0,67,70,36.0,93.05555555555556,1
100000,14,16,9,6,0,0,0,30,29.5,0.0,0
100000,17,37,1,4,0,1,15,30,58.5,20.833333333333336,0
500000,28,11,0,2,1,1,19,100,31.0,26.38888888888889,1
2000000,54,42,14,2,1,1,47,70,83.0,65.27777777777779,0
100000,85,47,10,2,0,0,7,0,62.0,9.722222222222223,0
200000,35,21,3,2,1,1,52,40,45.5,72.22222222222221,0
750000,41,36,3,4,0,0,13,30,40.5,18.055555555555554,1
300000,62,1,14,5,1,1,44,40,42.0,61.111111111111114,0
5000000,23,28,2,3,1,0,32,100,31.000000000000004,44.44444444444444,1
300000,77,8,20,2,0,0,23,0,38.0,31.944444444444443,0
5000000,80,0,14,1,1,0,1,70,21.0,1.3888888888888888,1
5000000,59,48,1,6,1,1,22,70,69.5,30.555555555555557,1
100000,16,24,12,4,0,0,63,30,42.0,87.5,0
2000000,70,24,8,4,1,1,62,70,56.0,86.11111111111111,1
2000000,30,18,19,5,1,1,42,100,66.5,58.333333333333336,1
750000,86,47,14,1,1,1,71,70,88.0,98.61111111111111,1
500000,26,19,20,4,0,0,57,60,49.0,79.16666666666666,1
100000,88,23,1,1,0,1,8,0,44.5,11.11111111111111,0
5000000,84,30,8,5,1,1,25,70,62.0,34.72222222222222,0
1000000,23,8,1,4,1,1,63,100,29.5,87.5,1
5000000,6,46,10,4,0,0,23,60,61.0,31.944444444444443,1
500000,61,4,12,4,1,0,67,70,22.0,93.05555555555556,1
300000,21,18,2,4,1,0,54,70,21.0,75.0,1
2000000,57,6,17,3,1,1,29,70,51.5,40.27777777777778,0
1000000,66,14,16,6,1,1,22,70,58.0,30.555555555555557,0
2000000,29,14,2,3,0,0,25,60,17.0,34.72222222222222,1
750000,43,31,20,3,1,1,12,70,81.0,16.666666666666664,0
100000,34,44,6,4,0,1,34,0,73.0,47.22222222222222,0
300000,76,49,3,4,1,0,40,40,53.5,55.55555555555556,1
750000,21,0,3,5,0,0,70,60,4.5,97.22222222222221,1
100000,26,36,15,4,0,0,32,30,58.5,44.44444444444444,1
100000,14,2,18,2,1,0,49,70,29.0,68.05555555555556,1
500000,37,38,17,2,1,1,1,70,83.5,1.3888888888888888,1
200000,16,30,3,1,0,1,3,30,54.5,4.166666666666666,0
5000000,63,38,5,5,0,1,26,30,65.5,36.11111111111111,0
2000000,47,30,6,3,1,1,25,70,59.0,34.72222222222222,0
300000,11,2,11,2,1,1,35,70,38.5,48.61111111111111,1
200000,22,20,16,1,0,0,10,30,44.0,13.88888888888889,1
1000000,67,5,1,2,1,0,42,70,6.5,58.333333333333336,0
750000,47,20,3,1,0,1,66,30,44.5,91.66666666666666,1
300000,51,14,11,1,1,0,2,40,30.5,2.7777777777777777,1
2000000,38,2,3,1,1,1,26,70,26.5,36.11111111111111,1
1000000,2,10,19,4,0,1,40,60,58.5,55.55555555555556,0
200000,4,38,0,1,1,1,11,70,58.0,15.277777777777779,1
300000,25,3,20,4,1,0,68,70,33.0,94.44444444444444,1
1000000,18,30,15,2,0,1,12,60,72.5,16.666666666666664,1
200000,43,38,14,5,0,0,67,0,59.0,93.05555555555556,0
750000,0,25,18,6,0,1,28,60,72.0,38.88888888888889,1
5000000,14,44,17,1,1,1,33,100,89.5,45.83333333333333,1
5000000,63,3,19,4,1,0,28,70,31.5,38.88888888888889,1
100000,71,40,2,4,0,1,28,0,63.0,38.88888888888889,0
750000,43,47,10,1,0,1,22,30,82.0,30.555555555555557,0
1000000,25,15,12,5,0,1,39,60,53.0,54.166666666666664,0
500000,35,50,8,4,0,1,58,30,82.0,80.55555555555556,1
750000,70,38,14,2,1,0,28,70,59.0,38.88888888888889,1
1000000,13,40,15,5,1,1,12,100,82.5,16.666666666666664,0
2000000,48,42,12,2,1,0,23,70,60.0,31.944444444444443,1
200000,27,34,9,5,1,0,70,70,47.5,97.22222222222221,0
300000,3,39,19,5,0,1,53,30,87.5,73.61111111111111,0
2000000,64,20,12,6,1,1,32,70,58.0,44.44444444444444,1
5000000,44,8,10,1,1,0,27,70,23.0,37.5,1
2000000,54,1,2,5,1,0,58,70,4.0,80.55555555555556,0
300000,66,38,14,6,1,0,71,40,59.0,98.61111111111111,1
5000000,81,49,17,3,0,1,22,30,94.5,30.555555555555557,0
200000,6,20,19,3,0,0,66,30,48.5,91.66666666666666,1
200000,36,48,5,4,1,0,42,40,55.5,58.333333333333336,1
2000000,26,10,1,1,1,0,16,100,11.5,22.22222222222222,1
5000000,54,14,15,6,1,0,2,70,36.5,2.7777777777777777,1
750000,8,31,7,5,1,0,25,100,41.5,34.72222222222222,1
300000,34,25,17,3,0,1,14,0,70.5,19.444444444444446,0
300000,19,23,16,6,0,1,52,30,67.0,72.22222222222221,1
100000,33,10,5,5,1,0,31,40,17.5,43.05555555555556,0
750000,81,45,7,5,1,0,60,70,55.5,83.33333333333334,0
2000000,30,39,5,1,0,1,62,60,66.5,86.11111111111111,1
500000,5,33,2,6,0,0,57,60,36.0,79.16666666666666,0
100000,42,6,11,6,0,1,1,0,42.5,1.3888888888888888,0
300000,11,4,12,6,1,1,65,70,42.0,90.27777777777779,1
300000,37,26,19,3,0,1,48,0,74.5,66.66666666666666,0
200000,76,45,0,6,0,1,34,0,65.0,47.22222222222222,0
300000,39,47,18,4,0,0,26,0,74.0,36.11111111111111,0
200000,64,28,0,2,1,0,56,40,28.000000000000004,77.77777777777779,0
100000,13,26,5,4,0,0,12,30,33.5,16.666666666666664,0
200000,49,15,14,1,0,0,16,0,36.0,22.22222222222222,0
100000,86,2,7,6,1,1,64,40,32.5,88.88888888888889,0
300000,28,37,16,2,0,0,58,30,61.0,80.55555555555556,1
100000,15,12,0,3,0,1,8,30,32.0,11.11111111111111,0
2000000,81,18,0,6,1,0,17,70,18.0,23.61111111111111,1
1000000,77,11,19,4,0,0,6,30,39.5,8.333333333333332,1
1000000,22,2,8,5,1,0,40,100,14.0,55.55555555555556,0
500000,66,4,11,4,1,1,21,70,40.5,29.166666666666668,1
1000000,8,30,13,4,1,1,3,100,69.5,4.166666666666666,0
200000,7,18,7,5,1,1,60,70,48.5,83.33333333333334,1
1000000,3,30,6,4,0,1,25,60,59.0,34.72222222222222,0
1000000,7,22,20,1,1,1,41,100,72.0,56.94444444444444,1
200000,17,14,11,4,1,1,22,70,50.5,30.555555555555557,1
5000000,5,7,8,5,1,0,45,100,19.0,62.5,1
300000,1,16,19,6,0,1,37,30,64.5,51.388888888888886,1
300000,35,27,11,4,0,1,24,0,63.5,33.33333333333333,0
2000000,27,14,17,5,1,1,40,100,59.5,55.55555555555556,0
5000000,17,32,9,5,1,0,56,100,45.5,77.77777777777779,1
500000,82,15,15,1,1,0,5,70,37.5,6.944444444444445,1
300000,3,3,19,1,0,0,54,30,31.5,75.0,0
2000000,68,26,10,4,1,0,15,70,41.0,20.833333333333336,1
1000000,81,15,4,4,1,1,23,70,41.0,31.944444444444443,0
5000000,7,16,16,1,1,0,46,100,40.0,63.888888888888886,1
200000,44,6,10,4,0,1,60,0,41.0,83.33333333333334,0
5000000,25,13,10,5,1,0,69,100,28.0,95.83333333333334,0
100000,25,23,20,4,1,1,40,70,73.0,55.55555555555556,1
2000000,34,10,0,1,0,0,36,30,10.0,50.0,0
2000000,80,18,18,5,0,1,26,30,65.0,36.11111111111111,1
750000,77,32,3,2,0,0,45,30,36.5,62.5,1
750000,28,19,9,4,0,0,36,60,32.5,50.0,1
2000000,56,27,2,6,0,0,15,30,30.0,20.833333333333336,0
2000000,21,45,3,2,0,1,61,60,69.5,84.72222222222221,1
100000,20,35,19,1,0,1,5,30,83.5,6.944444444444445,0
300000,81,16,0,3,1,0,15,40,16.0,20.833333333333336,0
2000000,16,37,12,6,0,1,31,60,75.0,43.05555555555556,1
750000,0,19,5,6,1,1,53,100,46.5,73.61111111111111,1
2000000,31,20,18,5,1,0,19,70,47.0,26.38888888888889,1
200000,36,12,6,5,1,1,22,40,41.0,30.555555555555557,0
500000,86,14,11,2,1,1,28,70,50.5,38.88888888888889,1
100000,25,13,5,5,0,0,72,30,20.5,100.0,1
200000,56,45,8,2,1,1,63,40,77.0,87.5,1
100000,77,28,0,3,0,0,34,0,28.000000000000004,47.22222222222222,0
100000,3,42,8,3,0,0,7,30,54.0,9.722222222222223,1
500000,0,23,17,5,1,1,71,100,68.5,98.61111111111111,1
300000,6,11,3,6,0,1,38,30,35.5,52.77777777777778,1
500000,6,49,3,2,0,1,45,60,73.5,62.5,1
2000000,53,16,20,3,0,0,70,30,46.0,97.22222222222221,0
1000000,76,40,19,1,1,1,19,70,88.5,26.38888888888889,0
500000,36,4,6,1,0,1,48,30,33.0,66.66666666666666,0
500000,24,49,19,4,0,0,34,60,77.5,47.22222222222222,1
300000,38,50,1,3,0,1,47,0,71.5,65.27777777777779,0
300000,71,32,16,5,0,1,71,0,76.0,98.61111111111111,0
750000,38,17,13,3,1,1,51,70,56.5,70.83333333333334,1
5000000,38,49,13,4,0,1,29,30,88.5,40.27777777777778,1
1000000,14,22,14,2,0,1,36,60,63.0,50.0,1
100000,22,45,8,6,1,0,70,70,57.0,97.22222222222221,1
500000,13,18,3,6,1,0,41,100,22.5,56.94444444444444,1
500000,0,47,7,6,0,1,42,60,77.5,58.333333333333336,1
5000000,16,3,7,2,1,1,27,100,33.5,37.5,1
750000,47,17,18,1,1,1,22,70,64.0,30.555555555555557,1
1000000,43,13,19,5,0,1,70,30,61.5,97.22222222222221,0
200000,9,45,10,1,0,0,45,30,60.0,62.5,1
2000000,34,14,4,5,1,0,26,70,20.0,36.11111111111111,0
200000,70,25,14,3,1,0,43,40,46.0,59.72222222222222,1
100000,32,24,19,1,0,0,4,0,52.5,5.555555555555555,0
750000,10,5,20,5,1,1,70,100,55.0,97.22222222222221,1
500000,48,15,11,4,0,1,1,30,51.5,1.3888888888888888,1
5000000,37,23,8,2,1,0,64,70,35.0,88.88888888888889,1
100000,15,11,15,6,1,0,65,70,33.5,90.27777777777779,1
500000,59,39,3,6,0,0,57,30,43.5,79.16666666666666,1
100000,19,0,3,5,0,1,2,30,24.5,2.7777777777777777,0
200000,6,26,3,6,0,0,0,30,30.5,0.0,0
5000000,59,37,14,3,1,1,4,70,78.0,5.555555555555555,1
750000,74,41,11,2,0,0,57,30,57.5,79.16666666666666,0
100000,71,2,12,3,0,0,32,0,20.0,44.44444444444444,0
100000,38,2,7,6,1,1,57,40,32.5,79.16666666666666,0
500000,34,36,2,4,1,1,12,70,59.0,16.666666666666664,1
1000000,0,5,11,3,0,1,25,60,41.5,34.72222222222222,1
1000000,15,21,7,1,0,1,37,60,51.5,51.388888888888886,0
750000,11,9,18,5,1,1,71,100,56.0,98.61111111111111,0
1000000,34,34,2,6,1,1,20,70,57.0,27.77777777777778,1
5000000,11,43,3,3,0,1,65,60,67.5,90.27777777777779,1
500000,37,19,6,3,1,1,17,70,48.0,23.61111111111111,0
300000,65,42,6,5,0,1,50,0,71.0,69.44444444444444,0
100000,75,1,19,2,1,0,47,40,29.5,65.27777777777779,0
5000000,32,37,14,6,1,0,26,70,58.0,36.11111111111111,1
750000,35,3,11,6,0,0,55,30,19.5,76.38888888888889,0
5000000,44,28,5,3,1,1,16,70,55.5,22.22222222222222,0
1000000,36,8,18,4,0,0,61,30,35.0,84.72222222222221,0
1000000,23,19,16,5,1,0,33,100,43.0,45.83333333333333,1
300000,31,47,4,6,0,0,67,0,53.0,93.05555555555556,0
1000000,46,20,19,1,0,1,47,30,68.5,65.27777777777779,0
1000000,31,25,15,3,0,0,56,30,47.5,77.77777777777779,1
200000,5,3,12,3,0,0,67,30,21.0,93.05555555555556,0
2000000,32,36,16,1,0,1,35,30,80.0,48.61111111111111,1
500000,9,33,4,1,0,0,18,60,39.0,25.0,1
750000,49,5,20,6,0,0,28,30,35.0,38.88888888888889,0
1000000,31,2,15,2,0,0,69,30,24.5,95.83333333333334,0
300000,58,22,1,3,0,0,15,0,23.5,20.833333333333336,0
2000000,57,41,15,1,1,0,45,70,63.5,62.5,0
2000000,70,26,11,4,0,1,38,30,62.5,52.77777777777778,0
2000000,25,20,5,6,1,1,51,100,47.5,70.83333333333334,1
500000,42,2,15,3,0,1,63,30,44.5,87.5,0
500000,64,31,8,2,0,1,6,30,63.0,8.333333333333332,0
5000000,61,47,4,2,1,1,51,70,73.0,70.83333333333334,0
100000,22,33,0,5,0,1,48,30,53.0,66.66666666666666,0
750000,42,32,11,1,0,0,35,30,48.5,48.61111111111111,0
100000,15,40,18,1,1,0,47,70,67.0,65.27777777777779,1
100000,49,18,3,1,0,0,23,0,22.5,31.944444444444443,0
750000,24,40,1,6,0,0,61,60,41.5,84.72222222222221,1
750000,55,44,12,6,1,1,14,70,82.0,19.444444444444446,1
2000000,58,21,20,4,1,0,10,70,51.0,13.88888888888889,1
1000000,33,43,2,6,0,1,61,30,66.0,84.72222222222221,0
500000,50,18,2,6,0,0,28,30,21.0,38.88888888888889,0
2000000,11,27,4,3,1,1,18,100,53.0,25.0,0
300000,9,49,12,2,1,1,44,70,87.0,61.111111111111114,0
100000,86,47,10,3,0,1,16,0,82.0,22.22222222222222,0
750000,27,4,7,6,1,1,10,100,34.5,13.88888888888889,1
750000,68,18,9,6,0,1,12,30,51.5,16.666666666666664,1
1000000,1,43,0,4,1,0,68,100,43.0,94.44444444444444,0
2000000,85,40,3,3,0,0,40,30,44.5,55.55555555555556,1
200000,14,31,0,5,1,1,71,70,51.0,98.61111111111111,0
200000,27,31,12,5,0,1,72,30,69.0,100.0,1
300000,82,2,2,5,1,0,19,40,5.0,26.38888888888889,0
500000,42,35,14,4,0,1,27,30,76.0,37.5,1
5000000,70,27,4,1,0,1,65,30,53.0,90.27777777777779,1
1000000,60,30,15,6,1,1,21,70,72.5,29.166666666666668,0
2000000,12,14,15,4,1,1,52,100,56.5,72.22222222222221,1
1000000,81,41,8,3,1,1,10,70,73.0,13.88888888888889,0
2000000,6,41,1,4,0,0,50,60,42.5,69.44444444444444,0
2000000,21,20,14,6,1,1,1,100,61.0,1.3888888888888888,1
100000,40,14,14,5,1,0,71,40,35.0,98.61111111111111,0
500000,36,17,9,2,1,0,31,70,30.5,43.05555555555556,1
200000,54,22,8,3,1,1,51,40,54.0,70.83333333333334,1
500000,6,7,2,4,1,1,33,100,30.0,45.83333333333333,1
1000000,84,32,3,5,1,1,4,70,56.5,5.555555555555555,1
1000000,46,16,13,5,0,0,1,30,35.5,1.3888888888888888,0
750000,8,50,1,2,0,0,32,60,51.5,44.44444444444444,0
5000000,51,48,9,1,1,1,12,70,81.5,16.666666666666664,1
500000,86,17,16,6,0,0,23,30,41.0,31.944444444444443,0
300000,65,4,16,4,1,1,25,40,48.0,34.72222222222222,0
500000,6,2,16,2,0,0,4,60,26.0,5.555555555555555,1
100000,52,49,6,3,0,0,10,0,58.0,13.88888888888889,0
2000000,12,14,9,3,1,0,67,100,27.5,93.05555555555556,1
200000,2,14,8,4,1,1,13,70,46.0,18.055555555555554,0
2000000,82,23,1,4,1,1,11,70,44.5,15.277777777777779,1
500000,77,35,9,3,1,0,11,70,48.5,15.277777777777779,0
1000000,86,50,0,4,0,0,34,30,50.0,47.22222222222222,0
500000,70,17,15,6,0,1,6,30,59.5,8.333333333333332,0
2000000,68,16,3,5,1,1,39,70,40.5,54.166666666666664,0
500000,29,23,13,4,0,1,17,60,62.5,23.61111111111111,0
300000,36,41,18,3,0,0,22,0,68.0,30.555555555555557,0
750000,20,38,12,1,0,1,52,60,76.0,72.22222222222221,0
750000,30,25,11,6,0,0,44,60,41.5,61.111111111111114,1
2000000,87,31,18,4,1,1,63,70,78.0,87.5,1
2000000,35,10,7,5,0,1,66,30,40.5,91.66666666666666,1
100000,13,0,4,5,1,1,47,70,26.0,65.27777777777779,1
750000,62,0,17,5,0,0,6,30,25.5,8.333333333333332,0
2000000,82,11,6,2,1,1,20,70,40.0,27.77777777777778,0
200000,12,6,11,1,1,1,61,70,42.5,84.72222222222221,1
750000,44,43,17,1,1,1,20,70,88.5,27.77777777777778,1
500000,11,40,6,1,0,0,27,60,49.0,37.5,1
500000,40,21,17,4,1,1,25,70,66.5,34.72222222222222,0
200000,48,23,5,5,0,1,47,0,50.5,65.27777777777779,0
